Station_Sample_ID,Date,Season,State,District,Water_Body_Name,Water_Source_Type,Water_Temperature_C,pH,Dissolved_Oxygen_DO_mg_L,Biochemical_Oxygen_Demand_BOD_mg_L,Chemical_Oxygen_Demand_COD_mg_L,Total_Dissolved_Solids_TDS_mg_L,Turbidity_NTU,Nitrate_NO3_mg_L,Fluoride_F_mg_L,Arsenic_As_mg_L,Lead_Pb_mg_L,Fecal_Coliform_MPN_100ml,Water_Quality_Index_WQI,CPCB_Water_Quality_Class,Potability_Use_Assessment
IND-WQ-003620,2023-11-08,Post-Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),23.0,8.91,1.55,8.0,50.7,1446.1,47.7,44.6,0.85,0.0171,0.0264,180000,34.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003621,2023-07-23,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,29.4,8.95,0.0,40.21,193.7,1494.6,184.9,40.97,1.22,0.0151,0.0236,25000,29.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003622,2025-09-11,Monsoon,Maharashtra,Mumbai,Mithi River,River (Surface Water),27.1,8.44,0.73,42.03,251.4,1572.1,198.3,49.75,1.33,0.0074,0.0298,180000,26.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003623,2023-01-17,Winter,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),23.1,7.72,1.09,9.04,45.6,126.0,56.0,26.92,1.38,0.0083,0.02,450000,35.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003624,2024-04-20,Pre-Monsoon / Summer,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,30.1,8.78,0.04,37.73,161.4,976.1,57.9,38.26,1.06,0.02,0.0211,1200000,25.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003625,2025-10-13,Post-Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),24.7,8.28,2.18,21.95,97.4,339.8,51.4,58.87,1.49,0.0113,0.044,68000,34.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003626,2023-07-29,Monsoon,Odisha,Puri,Chilika Lake,Lake / Lagoon,25.6,6.7,7.35,2.3,7.7,167.2,56.4,4.66,0.49,0.0044,0.0064,20,81.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003627,2024-05-13,Pre-Monsoon / Summer,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,27.0,7.12,7.17,2.81,9.5,330.1,14.1,11.26,0.63,0.0031,0.0042,20,79.4,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003628,2024-03-04,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,36.4,8.29,0.75,42.74,227.0,1533.6,79.6,29.7,1.59,0.023,0.0354,68000,30.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003629,2026-01-06,Winter,West Bengal,Howrah,Hooghly River,River (Surface Water),18.7,7.47,4.72,4.12,17.2,533.5,26.6,28.97,1.14,0.0056,0.003,4800,42.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003630,2026-01-08,Winter,Bihar,Patna,Ganga River,River (Surface Water),23.8,8.29,5.47,4.29,16.6,730.7,30.9,24.58,1.07,0.009,0.0158,8500,47.5,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003631,2026-08-22,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,26.4,7.71,0.2,37.23,186.3,1780.3,70.0,25.41,1.56,0.0138,0.0466,450000,32.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003632,2023-02-27,Winter,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),18.4,7.97,3.98,6.07,26.3,450.0,25.8,22.5,0.76,0.011,0.0161,14000,29.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003633,2026-05-16,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),31.6,6.87,3.66,1.72,4.7,363.4,6.4,13.3,0.64,0.0334,0.0057,0,31.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003634,2026-03-04,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),34.3,8.14,1.6,8.0,40.1,1081.4,28.4,48.44,1.52,0.0057,0.0176,180000,30.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003635,2025-09-20,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,25.4,6.99,0.63,29.06,123.8,1624.7,146.1,55.03,1.35,0.024,0.0396,1200000,37.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003636,2024-06-05,Pre-Monsoon / Summer,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),29.1,9.16,2.22,11.41,53.1,857.9,57.3,49.52,0.81,0.0065,0.0237,180000,26.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003637,2024-08-03,Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),26.7,7.88,1.95,21.73,91.7,712.7,273.5,59.53,1.06,0.0089,0.0183,180000,29.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003638,2025-06-17,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),29.8,7.63,6.58,2.29,7.6,221.3,12.4,10.01,0.67,0.0043,0.0062,140,81.6,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003639,2026-01-11,Winter,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,17.9,8.15,0.12,47.7,294.5,1659.4,46.6,58.23,0.82,0.0052,0.025,180000,27.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003640,2024-09-12,Monsoon,Assam,Guwahati,Brahmaputra River,River (Surface Water),29.2,7.2,7.66,1.0,4.0,313.4,85.7,4.77,0.58,0.0026,0.003,20,94.0,Class A (Drinking with disinfection),Potable after simple disinfection
IND-WQ-003641,2025-12-03,Winter,Bihar,Patna,Ganga River,River (Surface Water),23.5,7.49,5.16,4.41,18.3,706.1,31.4,13.39,0.99,0.0029,0.0112,14000,43.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003642,2025-08-23,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),27.7,7.55,4.65,6.41,19.7,682.7,143.7,19.89,1.1,0.0034,0.0164,4800,51.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003643,2025-06-28,Pre-Monsoon / Summer,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,27.9,7.36,0.7,41.57,208.7,1234.4,64.1,57.07,1.16,0.0148,0.0481,450000,31.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003644,2024-05-07,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),29.5,7.45,7.41,2.96,9.9,327.3,8.6,4.01,0.69,0.0013,0.0043,350,77.0,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003645,2024-05-13,Pre-Monsoon / Summer,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,29.9,8.38,0.82,40.07,246.9,1389.5,57.7,57.97,1.04,0.0057,0.0344,450000,35.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003646,2025-11-07,Post-Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),21.7,8.2,2.15,10.81,57.7,913.4,37.9,51.23,0.94,0.017,0.0164,68000,37.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003647,2024-08-27,Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),27.7,7.99,1.92,26.74,125.4,1220.8,102.1,30.28,1.4,0.0249,0.0375,25000,38.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003648,2025-08-05,Monsoon,Gujarat,Ahmedabad,Sabarmati River (Downstream),River (Surface Water),24.5,8.74,1.53,24.66,158.2,1105.5,108.6,25.46,1.73,0.025,0.0455,450000,36.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003649,2023-10-21,Post-Monsoon,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),23.9,7.92,5.46,5.46,22.1,641.1,26.2,14.35,0.77,0.0117,0.0083,14000,46.3,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003650,2026-03-17,Pre-Monsoon / Summer,Bihar,Patna,Ganga River,River (Surface Water),26.6,7.71,3.65,6.3,19.6,546.4,22.7,23.4,1.19,0.0045,0.0077,4800,28.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003651,2023-06-21,Pre-Monsoon / Summer,Bihar,Patna,Ganga River,River (Surface Water),32.6,7.67,5.8,6.19,27.8,585.6,16.5,10.78,0.99,0.0094,0.0145,2400,43.4,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003652,2024-06-14,Pre-Monsoon / Summer,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,33.5,7.65,7.05,1.6,4.2,271.3,7.9,10.95,0.61,0.0034,0.006,80,76.5,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003653,2026-02-17,Winter,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,24.4,6.75,6.42,2.74,9.6,305.0,8.0,8.09,0.39,0.0026,0.0037,600,62.0,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-003654,2023-03-07,Pre-Monsoon / Summer,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),30.8,8.45,0.04,40.37,145.3,1946.5,35.7,48.78,1.66,0.0212,0.0155,1200000,29.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003655,2023-05-21,Pre-Monsoon / Summer,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,27.6,7.21,0.17,36.96,150.4,1337.0,77.6,31.98,1.74,0.0269,0.0378,25000,28.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003656,2024-03-21,Pre-Monsoon / Summer,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,32.6,7.9,0.29,44.19,194.2,1161.7,64.0,41.69,1.23,0.0212,0.0164,1200000,30.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003657,2023-07-08,Monsoon,Telangana,Hyderabad,Musi River,River (Surface Water),28.0,8.37,0.27,41.67,158.8,1342.2,151.7,46.8,1.65,0.0253,0.0137,450000,35.9,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003658,2023-06-07,Pre-Monsoon / Summer,Odisha,Puri,Chilika Lake,Lake / Lagoon,26.6,7.67,7.31,3.56,12.3,372.7,2.6,4.92,0.68,0.0017,0.0067,20,42.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003659,2024-10-31,Post-Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,23.7,8.0,1.21,46.93,289.3,1458.2,25.3,63.97,1.18,0.0229,0.0185,1200000,30.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003660,2023-09-03,Monsoon,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),26.8,7.37,3.83,7.16,21.9,437.0,119.5,10.16,0.93,0.0107,0.0143,8500,31.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003661,2025-05-05,Pre-Monsoon / Summer,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),32.2,7.82,6.4,6.48,32.1,628.2,12.6,17.5,1.03,0.0027,0.0171,8500,53.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003662,2025-08-01,Monsoon,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,28.1,8.01,0.22,42.65,187.3,1741.5,258.5,26.38,1.49,0.0087,0.023,450000,38.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003663,2025-01-17,Winter,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),18.1,8.23,0.72,31.09,160.1,1684.0,46.9,39.5,1.43,0.0155,0.0435,180000,33.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003664,2025-11-22,Post-Monsoon,Karnataka,Bengaluru,Bellandur Lake,Lake / Wetland,27.3,8.2,1.17,42.78,193.0,1434.7,29.7,58.74,1.4,0.0186,0.0254,180000,25.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003665,2023-11-26,Post-Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),24.4,8.21,1.02,8.0,44.1,1156.6,82.2,35.74,1.67,0.019,0.0446,68000,37.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003666,2024-05-26,Pre-Monsoon / Summer,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),29.0,8.72,1.45,25.74,157.0,1066.3,66.6,42.03,1.21,0.0088,0.0171,25000,35.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003667,2025-04-29,Pre-Monsoon / Summer,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),26.6,7.91,3.78,1.35,5.2,1901.7,6.3,62.52,2.74,0.0034,0.006,90,30.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003668,2025-12-30,Winter,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,18.8,8.8,0.15,58.69,371.6,1259.1,33.8,59.47,1.16,0.0087,0.0124,450000,32.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003669,2026-08-29,Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),25.3,7.09,4.08,2.3,9.2,486.1,2.8,17.29,0.88,0.0504,0.0096,20,45.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003670,2023-03-20,Pre-Monsoon / Summer,Maharashtra,Mumbai,Mithi River,River (Surface Water),33.2,8.1,0.0,28.29,110.5,1107.8,60.4,42.93,1.07,0.0236,0.012,25000,38.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003671,2023-06-18,Pre-Monsoon / Summer,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,31.7,6.84,6.6,2.64,8.0,297.8,2.9,5.02,0.42,0.0027,0.0013,80,82.5,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003672,2025-03-20,Pre-Monsoon / Summer,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),29.8,9.39,1.48,44.0,189.4,1707.8,64.5,28.12,1.32,0.0067,0.0411,25000,34.2,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003673,2025-09-09,Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),27.2,7.4,8.05,1.54,4.0,313.8,37.1,1.87,0.61,0.0057,0.0023,20,88.8,Class A (Drinking with disinfection),Potable after simple disinfection
IND-WQ-003674,2023-06-29,Pre-Monsoon / Summer,Tamil Nadu,Chennai,Cooum River,River (Surface Water),32.4,8.91,1.19,38.96,199.9,1929.8,30.9,33.96,1.8,0.0122,0.0528,25000,31.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003675,2023-09-17,Monsoon,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),26.8,7.66,5.5,6.5,31.8,637.3,110.1,15.0,0.77,0.0111,0.0169,8500,43.7,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003676,2025-10-25,Post-Monsoon,Tamil Nadu,Chennai,Cooum River,River (Surface Water),24.8,8.34,0.0,53.18,217.3,1984.6,27.3,28.33,1.02,0.0092,0.0486,25000,27.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003677,2023-10-24,Post-Monsoon,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),21.3,7.62,2.0,8.0,37.8,1451.5,76.4,31.71,1.62,0.0214,0.0543,1200000,25.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003678,2024-09-11,Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),27.5,8.64,1.8,17.19,99.7,1088.0,99.3,57.14,0.83,0.0071,0.0491,450000,25.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003679,2025-05-04,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),28.0,7.48,2.57,1.5,5.5,357.9,4.0,5.66,0.76,0.0235,0.0044,180,39.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003680,2023-12-26,Winter,Bihar,Patna,Ganga River,River (Surface Water),20.1,7.61,3.28,7.65,28.1,437.0,27.1,31.14,0.74,0.009,0.0056,1200,37.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003681,2023-04-27,Pre-Monsoon / Summer,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),31.6,7.48,5.6,5.78,25.6,497.0,12.4,28.71,1.11,0.0034,0.0076,4800,53.0,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003682,2023-12-23,Winter,Punjab,Ludhiana,Buddha Nullah (Sutlej Tributary),River / Drain,19.8,8.92,0.43,35.77,173.4,1671.6,55.5,59.41,1.51,0.006,0.0481,450000,25.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003683,2025-08-14,Monsoon,Assam,Cachar (Silchar),Barak River,River (Surface Water),28.8,7.73,8.4,3.45,8.8,200.9,48.3,3.81,0.74,0.0043,0.0062,350,41.9,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003684,2024-03-14,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),32.4,7.72,4.19,1.48,4.9,307.0,4.9,19.64,0.4,0.0538,0.0079,20,49.8,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003685,2026-04-26,Pre-Monsoon / Summer,Uttar Pradesh,Varanasi,Ganga River,River (Surface Water),27.2,8.38,5.95,6.67,28.9,566.6,18.8,17.85,1.19,0.0109,0.0036,2400,52.1,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003686,2026-07-28,Monsoon,West Bengal,Howrah,Hooghly River,River (Surface Water),26.3,7.48,5.84,6.88,27.6,548.6,68.4,10.2,0.78,0.0098,0.0146,2400,40.6,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003687,2026-02-12,Winter,Odisha,Puri,Chilika Lake,Lake / Lagoon,20.3,7.23,7.89,2.08,7.0,354.1,3.3,5.3,0.46,0.0059,0.0062,80,85.3,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003688,2026-06-13,Pre-Monsoon / Summer,Bihar,Patna,Ganga River,River (Surface Water),33.9,7.32,3.0,6.27,25.8,431.0,17.3,20.3,0.99,0.0052,0.0078,2400,31.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003689,2024-06-05,Pre-Monsoon / Summer,Assam,Cachar (Silchar),Barak River,River (Surface Water),32.9,8.02,7.67,1.19,4.0,363.7,6.0,8.17,0.68,0.0018,0.0042,80,77.7,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003690,2023-07-18,Monsoon,Tamil Nadu,Madurai,Vaigai River,River (Surface Water),27.7,7.75,4.79,4.63,16.2,438.4,100.0,11.25,0.92,0.0058,0.0063,14000,47.5,Class D (Fisheries & Wildlife),Non-Potable (Ecological Use Only)
IND-WQ-003691,2025-12-09,Winter,Odisha,Puri,Chilika Lake,Lake / Lagoon,17.2,7.69,6.5,1.72,5.9,280.3,5.0,5.62,0.61,0.0034,0.006,600,56.5,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-003692,2026-03-11,Pre-Monsoon / Summer,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),28.1,8.53,0.81,42.55,156.2,1932.6,47.2,45.81,1.02,0.0091,0.0343,180000,38.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003693,2024-10-31,Post-Monsoon,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),23.3,7.47,3.8,2.49,8.4,294.0,3.7,16.25,0.77,0.012,0.0024,180,25.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003694,2025-11-19,Post-Monsoon,Telangana,Hyderabad,Musi River,River (Surface Water),22.7,8.28,0.0,31.68,189.0,1514.0,66.0,38.73,1.68,0.0138,0.0274,1200000,32.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003695,2026-01-10,Winter,Odisha,Puri,Chilika Lake,Lake / Lagoon,15.3,7.32,6.94,1.61,5.4,230.0,14.5,6.92,0.42,0.0021,0.0014,140,78.8,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003696,2023-01-31,Winter,Maharashtra,Mumbai,Mithi River,River (Surface Water),19.6,8.94,0.68,37.78,234.8,1747.2,73.2,29.46,1.34,0.0238,0.0386,25000,30.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003697,2025-10-04,Post-Monsoon,Maharashtra,Pune,Mula-Mutha River,River (Surface Water),27.3,8.84,2.18,22.06,121.1,883.8,44.0,39.49,1.76,0.0067,0.0334,25000,27.3,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003698,2023-11-29,Post-Monsoon,Madhya Pradesh,Bhopal,Bhojtal (Upper Lake),Lake / Wetland,25.2,6.73,6.44,1.96,7.3,234.0,3.8,11.82,0.52,0.0037,0.0028,140,86.8,Class B (Outdoor Bathing),Requires Conventional Treatment
IND-WQ-003699,2024-10-21,Post-Monsoon,Haryana,Panipat,Yamuna River (Drain Basin),River (Surface Water),26.3,7.45,2.13,8.0,33.4,439.8,63.5,33.94,1.05,0.0175,0.0175,25000,33.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003700,2023-06-26,Pre-Monsoon / Summer,Telangana,Hyderabad,Musi River,River (Surface Water),35.8,7.32,0.42,42.61,241.0,1509.9,57.8,28.28,1.51,0.0105,0.0409,68000,26.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003701,2024-01-05,Winter,Uttar Pradesh,Kanpur,Ganga River (Jajmau Stretch),River (Surface Water),18.7,9.01,1.75,17.88,97.6,816.0,25.7,56.01,1.58,0.0174,0.0318,180000,28.1,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003702,2024-06-30,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),32.6,7.28,3.23,2.32,7.7,441.2,4.8,14.72,0.53,0.0387,0.0043,60,28.6,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003703,2024-06-18,Pre-Monsoon / Summer,West Bengal,Howrah,Hooghly River,River (Surface Water),32.0,7.7,3.97,6.11,23.9,305.3,23.0,16.55,0.88,0.011,0.0136,8500,35.5,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003704,2026-02-03,Winter,Assam,Cachar (Silchar),Barak River,River (Surface Water),19.3,7.51,6.69,2.06,8.0,382.2,8.6,5.45,0.67,0.0025,0.0038,600,65.8,Class C (Drinking after treatment),Requires Conventional Treatment
IND-WQ-003705,2023-04-07,Pre-Monsoon / Summer,Assam,Guwahati,Brahmaputra River,River (Surface Water),32.6,7.66,7.11,1.44,4.0,234.0,3.5,11.58,0.45,0.0029,0.0039,20,90.5,Class A (Drinking with disinfection),Potable after simple disinfection
IND-WQ-003706,2023-08-18,Monsoon,Tamil Nadu,Chennai,Cooum River,River (Surface Water),24.6,8.29,0.0,34.9,198.3,2157.9,210.6,27.74,1.44,0.0227,0.0263,180000,13.4,Below Class E (Critically Degraded),Hazardous / Heavily Polluted
IND-WQ-003707,2023-08-15,Monsoon,Delhi,New Delhi,Yamuna River (Okhla Barrage),River (Surface Water),25.6,7.64,0.39,43.6,209.3,1704.0,95.7,58.95,1.6,0.0058,0.0238,450000,33.7,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003708,2024-01-06,Winter,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),14.3,7.87,3.69,1.32,4.8,2265.0,4.3,61.97,1.73,0.0012,0.0032,0,35.0,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003709,2026-01-28,Winter,Odisha,Puri,Chilika Lake,Lake / Lagoon,18.7,7.91,6.68,1.57,5.8,170.2,7.1,3.97,0.3,0.0041,0.0052,20,89.3,Class A (Drinking with disinfection),Potable after simple disinfection
IND-WQ-003710,2023-02-24,Winter,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),19.0,7.43,3.6,2.72,8.4,393.0,7.2,11.75,0.51,0.0316,0.0066,180,27.8,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003711,2026-05-03,Pre-Monsoon / Summer,West Bengal,Malda,Groundwater Aquifer (Tube Well),Groundwater (Aquifer),29.3,7.22,3.61,2.38,9.3,365.2,9.0,5.68,0.6,0.0301,0.0101,20,35.4,Class E (Irrigation & Industrial Cooling),Non-Potable (Industrial/Irrigation)
IND-WQ-003712,2024-02-28,Winter,Rajasthan,Barmer,Groundwater Aquifer (Deep Well),Groundwater (Aquifer),20.5,7.55,4.33,1.47,4.2,1823.0,4.6,67.73,2.14,0.0023,0.0061,90,65.3,Class C (Drinking after treatment),Requires Conventional Treatment
